25.40,1016.96,-30.10
25.40,1016.86,-31.01
25.40,1016.90,-30.84
25.40,1016.95,-30.51
25.40,1017.15,-32.09
25.30,1017.11,-32.42
0.00,0.00,0.00
109.60,0.00,0.00
109.60,4740.30,0.00
109.60,4740.30,12031.16
109.60,4740.30,12031.16
109.60,4740.30,12031.16
109.60,4740.30,12031.16
0.00,0.00
109.52,0.00
109.52,4739.81
109.52,4739.81
109.52,4739.81
0.00,0.00
109.51,0.00
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.52,4739.53
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.50,6145.55
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
48797.49,25890.23
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
109.51,5528.22
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
50231.18,5324.04
50231.18,5338.02
50231.18,5338.02
50231.18,5338.02
50231.18,5338.02
50231.18,5338.02
0.00,0.00
109.43,0.00
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.45,4555.03
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
50231.18,5292.14
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
109.51,4575.66
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
30973.75,5640.61
30973.75,7013.34
30973.75,7013.34
0.00,0.00
3098.20,0.00
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
10.96,456.87
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,460.79
10.96,460.79
0.00,0.00
1066.72,0.00
0.00,0.00
5023.12,0.00
5023.12,3840.31
5023.12,3840.31
5023.12,3840.31
5023.12,3840.31
0.00,0.00
1159.33,0.00
15.80,1026.14,-106.77
15.80,1026.11,-105.70
17.40,1023.97,-88.79
17.30,1023.96,-89.36
16.80,1023.11,-81.68
16.80,1023.17,-81.68
16.80,1023.08,-81.93
22.50,1017.78,-37.40
18.60,1018.64,-44.78
18.50,1018.64,-44.11
18.60,1018.53,-43.95
18.50,1018.63,-44.45
18.50,1018.53,-44.70
18.50,1018.57,-45.28
18.50,1018.48,-43.87
18.50,1018.53,-43.62
18.50,1018.56,-44.36
18.50,1018.64,-43.95
18.50,1018.54,-44.78
18.50,1018.61,-44.11
18.50,1018.54,-44.20
18.50,1018.63,-44.78
18.50,1018.56,-44.45
18.50,1018.53,-44.45
18.60,1018.56,-43.95
18.60,1018.64,-43.70
18.60,1018.59,-44.70
18.60,1018.56,-44.20
18.60,1018.59,-44.11
18.50,1018.56,-44.61
18.50,1018.59,-44.20
18.60,1018.59,-43.87
18.50,1018.53,-43.87
18.60,1018.57,-43.62
18.50,1018.53,-44.45
18.60,1018.51,-43.95
18.60,1018.56,-44.45
18.60,1018.59,-43.95
18.60,1018.59,-43.95
18.60,1018.53,-44.70
18.60,1018.57,-43.70
18.60,1018.54,-43.70
18.60,1018.54,-44.45
18.60,1018.46,-44.20
18.60,1018.51,-44.11
18.60,1018.53,-43.87
18.60,1018.62,-43.62
18.60,1018.51,-44.11
18.60,1018.57,-43.70
18.60,1018.60,-44.20
18.60,1018.56,-44.36
18.60,1018.49,-43.70
18.60,1018.51,-43.95
18.60,1018.56,-44.36
18.60,1018.57,-44.36
18.60,1018.62,-44.11
18.60,1018.53,-43.78
18.60,1018.59,-44.11
18.60,1018.50,-43.87
18.60,1018.60,-44.61
18.60,1018.58,-44.36
18.60,1018.53,-43.87
18.60,1018.50,-43.87
18.70,1018.63,-44.70
18.70,1018.60,-44.36
18.70,1018.71,-45.61
18.70,1018.73,-44.86
18.70,1018.69,-44.36
18.70,1018.61,-44.61
18.70,1018.61,-45.36
18.70,1018.63,-44.28
18.70,1018.73,-44.70
18.70,1018.69,-44.03
18.70,1018.73,-45.52
18.70,1018.63,-45.61
18.70,1018.70,-45.28
18.70,1018.62,-44.70
18.70,1018.69,-45.28
18.70,1018.65,-44.86
18.70,1018.65,-45.36
18.70,1018.62,-45.19
18.70,1018.61,-44.78
18.70,1018.63,-45.28
18.70,1018.58,-44.61
18.70,1018.69,-44.53
18.70,1018.58,-45.19
18.70,1018.69,-44.61
18.70,1018.69,-44.36
18.70,1018.65,-44.53
18.70,1018.64,-45.28
18.70,1018.65,-45.52
18.70,1018.71,-44.28
18.70,1018.65,-45.52
18.70,1018.69,-44.86
18.70,1018.77,-45.28
18.70,1018.69,-44.61
18.70,1018.64,-45.52
18.70,1018.70,-44.53
18.70,1018.70,-44.53
18.70,1018.59,-45.52
18.70,1018.74,-45.36
18.70,1018.70,-44.86
18.70,1018.73,-45.36
18.70,1018.76,-45.28
18.70,1018.61,-45.19
18.70,1018.70,-45.36
18.70,1018.64,-44.86
18.70,1018.70,-45.28
18.70,1018.59,-44.78
18.70,1018.62,-44.86
18.70,1018.61,-44.28
18.70,1018.51,-44.78
18.70,1018.55,-44.36
18.70,1018.73,-44.61
18.70,1018.61,-44.36
18.70,1018.06,-40.63
18.60,1018.06,-40.22
18.60,1018.08,-40.63
18.60,1018.15,-39.64
18.60,1018.06,-40.38
18.60,1018.17,-41.05
18.60,1018.01,-40.38
18.60,1018.05,-40.38
18.60,1018.05,-40.22
18.60,1018.06,-39.39
18.60,1018.09,-40.88
18.60,1018.12,-40.38
18.60,1018.04,-40.22
18.60,1018.04,-40.13
