25.00,1011.00,16.00
25.00,1011.00,16.00
25.00,1011.00,16.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,8.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,8.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,8.00
29.00,1012.00,8.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,8.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,8.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
29.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,10.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,8.00
30.00,1012.00,9.00
30.00,1012.00,8.00
30.00,1012.00,8.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,8.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,9.00
30.00,1012.00,8.00
30.00,1012.00,58.00
86.00,1041.00,9.00
30.00,1012.00,9.00
30.00,1012.00,10.00
30.00,1012.00,9.00
31.00,1010.00,20.00
31.00,1010.00,21.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,21.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,21.00
31.00,1010.00,20.00
31.00,1010.00,21.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,21.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,21.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,21.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,19.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,19.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,19.00
31.00,1010.00,20.00
31.00,1010.00,20.00
31.00,1010.00,20.00
